Timestamp,City,Temperature,Humidity,Pressure,Wind Speed
2026-08-01 01:56:05.472037,Karachi,27.84,81,996,5.35
2026-08-01 01:56:44.276946,Karachi,27.84,81,996,5.35
2026-08-01 01:56:52.342009,Karachi,27.84,81,996,5.35
