Date,Max Temperature,Min Temperature,Rain,Wind Speed,Humidity,Pressure,PM2.5,PM10,CO,NO2,SO2,O3,AQI
2022-08-05,31.0,27.2,0.3,20.7,86,999.4,28.21,58.34,507.42,22.74,24.9,53.5,84.21
2022-08-06,29.3,27.1,0.8,24.2,86,997.8,27.47,51.72,431.96,22.15,19.22,44.17,85.67
2022-08-07,30.2,26.6,24.9,20.3,89,997.0,57.63,89.12,944.12,39.31,42.93,148.08,148.04
2022-08-08,31.0,27.4,0.0,19.4,87,996.7,64.52,103.13,1150.5,46.81,55.09,122.88,177.25
2022-08-09,33.1,27.4,3.3,15.7,86,995.8,54.04,77.56,849.0,50.89,45.25,84.29,153.38
2022-08-10,32.5,26.9,26.0,15.8,89,994.2,108.39,156.37,1297.58,65.41,51.68,104.79,162.08
2022-08-11,35.1,27.5,28.8,29.3,86,993.1,83.29,122.85,1163.04,49.09,52.02,146.29,206.12
2022-08-12,30.3,25.8,82.7,40.5,86,993.7,31.22,49.29,605.75,34.53,33.01,82.21,141.0
2022-08-13,28.8,26.1,21.2,20.6,87,996.5,32.14,48.94,704.0,35.59,49.38,94.0,100.75
2022-08-14,30.8,25.3,43.0,25.9,84,996.5,24.97,39.91,475.92,20.36,27.87,99.5,105.5
2022-08-15,29.8,26.0,32.0,21.6,87,998.4,25.37,38.45,678.12,47.4,53.94,58.88,81.88
2022-08-16,29.4,26.3,11.1,14.1,87,999.8,28.07,43.65,644.25,39.55,38.49,70.71,80.46
2022-08-17,29.3,27.2,19.1,27.1,88,998.6,19.05,28.79,435.04,21.54,18.81,81.38,81.75
2022-08-18,28.7,27.2,9.6,35.6,87,998.3,22.23,42.03,271.5,13.68,11.49,47.88,70.46
2022-08-19,28.1,27.1,0.8,34.5,87,999.6,22.1,46.51,234.12,12.42,11.16,35.21,76.46
2022-08-20,29.0,26.8,1.8,26.5,87,1000.7,22.73,49.39,275.96,13.2,13.71,44.12,74.88
2022-08-21,29.2,26.9,2.4,28.6,87,1000.5,24.1,53.57,314.0,14.89,16.24,48.54,76.96
2022-08-22,29.7,26.6,0.5,22.5,85,1000.0,24.12,55.34,307.12,14.0,14.37,53.29,77.67
2022-08-23,28.5,26.3,3.2,23.5,86,999.8,23.85,53.0,358.08,16.67,16.56,47.67,78.79
2022-08-24,28.0,26.6,12.8,30.3,84,1000.6,25.38,56.2,296.0,15.31,12.84,42.92,79.33
2022-08-25,29.4,26.8,0.0,31.3,81,1001.2,26.99,58.25,254.5,12.0,11.06,51.17,82.67
2022-08-26,29.1,26.2,0.1,24.5,81,1003.4,27.38,60.5,278.58,13.62,13.24,54.33,84.62
2022-08-27,28.5,26.0,0.4,25.8,81,1004.5,23.95,50.5,283.04,13.13,12.87,52.83,81.46
2022-08-28,28.7,26.4,0.7,28.9,79,1003.8,20.54,41.18,251.75,10.98,10.65,56.38,75.5
2022-08-29,29.1,26.2,0.1,22.0,79,1005.7,21.97,43.76,308.96,14.69,13.35,54.5,71.54
2022-08-30,29.5,25.6,0.0,19.9,82,1007.5,23.48,47.27,391.5,19.36,17.55,54.92,77.29
2022-08-31,29.1,25.6,0.0,18.8,85,1006.5,20.55,40.6,359.29,17.0,16.69,58.62,74.88
2022-09-01,29.0,26.5,0.5,26.4,84,1005.4,16.24,30.87,290.62,13.07,12.7,52.42,67.21
2022-09-02,29.4,26.3,0.2,19.7,83,1006.5,19.22,37.59,362.25,16.38,16.35,60.38,66.12
2022-09-03,29.3,26.4,0.5,27.2,82,1005.8,19.08,35.13,298.21,11.75,12.37,51.88,67.62
2022-09-04,29.4,26.5,0.2,38.2,80,1003.5,28.6,51.93,274.04,10.05,9.95,49.92,77.75
2022-09-05,29.2,26.5,0.5,32.7,78,1003.5,21.43,41.66,258.29,10.92,11.37,56.04,82.17
2022-09-06,29.4,26.0,0.0,20.2,79,1005.1,23.64,44.05,354.71,16.44,17.52,64.21,75.33
2022-09-07,29.1,25.0,0.0,22.5,85,1006.8,23.83,43.09,480.62,23.63,23.4,61.21,77.33
2022-09-08,30.7,25.5,0.0,21.5,84,1007.2,36.37,60.65,766.88,34.75,33.14,94.79,110.71
2022-09-09,35.3,25.9,0.0,22.8,77,1005.0,52.88,83.34,798.38,31.33,29.97,122.17,141.33
2022-09-10,35.6,27.3,0.0,19.7,72,1003.3,84.86,126.83,1069.46,39.0,36.59,165.29,192.96
2022-09-11,33.2,27.4,0.0,23.5,78,1001.6,41.46,64.48,754.0,28.22,30.85,114.0,177.88
2022-09-12,32.9,26.9,0.1,17.4,83,1000.6,64.36,98.1,973.88,38.21,36.96,143.62,162.83
2022-09-13,34.4,27.6,0.0,20.7,78,1001.5,43.88,69.36,893.25,40.5,38.29,101.12,168.46
2022-09-14,34.9,27.1,0.0,28.8,77,1002.6,23.62,41.07,527.96,23.04,22.25,59.33,99.58
2022-09-15,31.1,26.8,0.0,31.2,82,1003.2,19.68,36.31,293.33,11.53,11.79,57.79,73.54
2022-09-16,30.3,27.0,0.3,33.3,78,1001.2,24.53,47.07,240.92,8.91,8.62,65.46,75.29
2022-09-17,30.2,27.0,0.3,26.1,76,1001.5,28.01,57.27,269.42,11.92,10.69,69.17,82.0
2022-09-18,30.0,26.2,0.0,22.4,79,1005.7,29.79,60.96,346.79,17.09,15.03,66.58,89.0
2022-09-19,30.1,25.7,0.0,23.0,79,1006.8,25.43,52.18,352.0,16.56,14.61,64.5,85.71
2022-09-20,30.3,26.0,0.0,24.2,73,1006.1,19.24,39.48,252.5,11.38,10.05,63.67,74.92
2022-09-21,30.4,26.4,0.0,25.0,72,1006.2,17.75,37.19,242.62,11.46,9.52,63.12,67.67
2022-09-22,30.5,26.3,0.0,28.0,73,1005.8,17.59,36.21,236.29,10.85,9.31,61.46,66.17
2022-09-23,30.4,26.4,0.0,32.7,74,1005.2,17.67,37.24,199.12,8.3,7.69,63.0,66.0
2022-09-24,30.3,26.6,0.3,33.9,73,1003.8,19.97,38.86,214.17,9.28,8.28,64.92,67.96
2022-09-25,30.1,26.7,0.4,28.1,76,1003.9,21.93,41.98,242.62,11.6,10.16,63.92,72.12
2022-09-26,29.5,25.9,1.0,20.8,79,1007.8,22.62,42.17,324.83,15.6,14.59,63.67,76.08
2022-09-27,29.9,25.5,0.1,20.8,78,1007.5,19.96,37.98,349.25,16.8,15.43,62.08,73.96
2022-09-28,29.8,25.8,0.0,25.4,73,1006.6,16.3,31.91,278.88,13.64,11.9,61.75,66.62
2022-09-29,30.1,25.8,0.0,25.3,72,1006.8,15.9,30.46,245.54,11.13,10.77,67.46,63.92
2022-09-30,29.8,25.4,0.0,24.2,75,1007.4,15.03,26.6,290.54,13.39,13.79,68.12,61.83
2022-10-01,30.1,25.9,0.0,29.3,73,1006.7,12.79,22.38,219.12,9.76,10.94,56.88,59.67
2022-10-02,30.2,26.4,0.1,24.6,72,1006.3,12.5,21.95,240.96,12.1,12.18,53.67,56.21
2022-10-03,29.8,25.8,0.3,21.1,73,1007.8,13.87,27.24,263.5,14.03,12.14,60.33,57.79
2022-10-04,30.2,25.9,0.0,21.6,76,1009.1,14.03,28.72,256.21,12.7,11.25,59.96,59.21
2022-10-05,30.7,25.3,0.0,22.6,80,1008.3,16.27,37.04,292.12,13.43,12.3,61.21,61.12
2022-10-06,30.8,25.5,0.0,21.5,79,1006.5,20.04,45.53,360.42,16.72,15.7,67.12,67.17
2022-10-07,34.2,24.7,0.0,29.0,75,1006.0,37.3,66.18,617.71,27.27,28.47,97.75,95.75
2022-10-08,38.3,25.3,0.0,22.9,49,1006.3,49.02,75.21,543.21,25.84,26.43,130.42,138.83
2022-10-09,33.8,25.3,0.0,25.2,56,1007.3,90.69,135.09,907.58,30.28,35.82,205.25,189.71
2022-10-10,34.5,24.6,0.0,19.7,65,1008.8,59.01,96.43,1030.92,44.46,45.32,125.46,187.83
2022-10-11,33.6,22.3,0.0,17.1,67,1008.1,49.08,82.6,1067.54,49.21,51.16,107.04,157.29
2022-10-12,31.4,21.7,0.0,17.3,80,1009.0,36.57,60.71,895.08,40.32,38.14,102.29,141.62
2022-10-13,31.1,22.0,0.0,17.9,80,1010.8,24.23,41.85,674.92,32.48,27.97,85.58,95.25
2022-10-14,33.8,22.0,0.0,18.4,71,1011.1,30.83,50.94,760.83,37.27,36.27,91.04,95.83
2022-10-15,34.2,22.1,0.0,20.9,77,1010.5,34.05,54.72,767.54,36.57,36.47,106.33,118.58
2022-10-16,34.1,23.0,0.0,19.9,67,1011.3,49.01,76.37,893.04,37.32,37.17,136.75,144.88
2022-10-17,34.9,21.9,0.0,22.0,58,1012.1,44.6,69.48,761.33,35.58,33.24,120.33,157.42
2022-10-18,30.8,24.3,0.0,20.8,79,1010.5,25.55,45.88,556.08,27.01,26.1,84.0,106.88
2022-10-19,29.9,23.9,0.0,17.8,83,1009.9,22.0,42.79,434.62,22.98,20.24,82.46,77.54
2022-10-20,29.9,23.2,0.0,18.1,83,1010.4,19.88,40.1,393.33,19.7,18.61,92.33,76.58
2022-10-21,31.8,23.2,0.0,17.6,73,1013.7,71.88,111.64,854.71,35.18,44.71,134.58,124.75
2022-10-22,34.8,23.5,0.0,24.7,45,1015.3,80.12,121.51,837.58,36.22,32.9,126.54,174.04
2022-10-23,33.2,22.3,0.0,19.6,53,1014.3,106.11,157.08,1616.67,70.93,57.1,173.54,206.08
2022-10-24,32.1,23.5,0.0,21.8,71,1011.4,27.45,45.88,540.0,23.93,23.52,97.33,156.96
2022-10-25,30.7,25.6,0.0,31.4,77,1009.8,22.87,43.96,294.5,12.7,10.85,98.5,75.58
2022-10-26,30.6,25.7,0.0,21.4,82,1011.1,28.73,53.12,395.67,18.25,15.73,100.29,83.12
2022-10-27,29.0,23.6,0.0,18.6,85,1012.1,28.56,52.57,472.46,23.36,20.68,92.38,87.58
2022-10-28,29.6,23.4,0.0,15.1,80,1012.8,30.65,55.61,523.71,27.03,23.77,84.08,89.96
2022-10-29,32.6,22.6,0.0,16.2,70,1013.1,32.77,56.4,772.04,38.86,31.09,83.58,95.92
2022-10-30,33.0,23.0,0.0,17.9,69,1013.5,33.21,58.31,814.5,42.04,31.37,80.96,96.29
2022-10-31,31.5,22.3,0.0,20.7,80,1012.9,27.5,52.93,593.0,30.31,22.95,71.58,94.25
2022-11-01,30.4,23.5,0.0,20.3,85,1013.3,23.51,45.21,386.67,18.64,13.74,86.62,79.71
2022-11-02,30.4,23.4,0.0,18.7,85,1013.1,28.11,48.26,496.62,22.99,18.49,97.58,85.38
2022-11-03,30.6,23.3,0.0,21.4,83,1012.0,29.14,47.39,573.17,27.13,20.98,96.54,91.0
2022-11-04,30.9,23.6,0.0,22.7,78,1012.4,26.03,42.68,559.17,27.25,21.66,88.71,85.58
2022-11-05,33.4,23.1,0.0,21.3,67,1013.4,35.02,56.28,576.71,27.19,22.21,101.04,91.96
2022-11-06,31.3,22.9,0.0,21.4,76,1013.8,39.45,61.71,528.62,26.55,21.08,96.62,106.38
2022-11-07,29.1,23.1,0.7,21.0,79,1013.8,33.46,54.06,532.5,26.27,23.3,96.0,106.12
2022-11-08,28.0,21.6,0.0,15.1,74,1014.0,57.25,90.4,630.79,22.21,32.18,117.33,112.04
2022-11-09,29.6,21.2,0.0,17.9,70,1014.5,61.25,96.57,815.71,28.19,41.26,126.62,162.0
2022-11-10,29.3,21.7,0.0,18.4,77,1015.5,38.78,65.53,816.83,36.52,43.06,97.67,127.29
2022-11-11,30.8,22.2,0.0,19.8,65,1016.4,83.51,126.28,1351.42,64.95,62.11,85.92,142.25
2022-11-12,30.3,21.2,0.0,19.8,71,1015.8,78.39,120.85,1431.67,68.89,53.7,90.04,180.71
2022-11-13,28.1,21.1,0.0,16.3,87,1013.6,29.67,53.97,494.46,23.12,22.67,79.08,125.25
2022-11-14,29.7,24.5,0.0,19.0,78,1012.5,24.17,50.72,376.29,15.98,17.83,85.33,79.96
2022-11-15,30.3,22.3,0.0,23.5,58,1014.4,61.72,100.55,534.38,19.01,35.98,95.54,114.62
2022-11-16,28.7,21.1,0.0,15.5,55,1014.5,64.52,100.32,693.75,27.0,42.18,116.29,155.33
2022-11-17,30.1,21.4,0.0,20.3,74,1014.1,63.48,101.79,918.67,32.3,44.26,128.79,164.75
2022-11-18,28.2,21.7,0.0,18.0,82,1013.7,42.35,73.53,716.83,28.67,33.82,100.29,145.04
2022-11-19,29.1,23.1,0.0,19.7,77,1013.7,25.09,49.11,443.96,22.93,17.81,84.5,94.71
2022-11-20,29.1,21.8,0.0,18.5,73,1013.6,48.07,77.2,655.25,31.86,31.02,90.08,93.71
2022-11-21,31.1,21.3,0.0,21.0,56,1013.5,67.57,103.36,789.67,34.95,38.76,110.33,152.33
2022-11-22,28.6,22.3,0.0,17.7,74,1013.4,67.75,105.25,1076.38,53.66,57.29,100.88,165.04
2022-11-23,28.8,19.6,0.0,18.4,54,1014.0,68.65,102.99,869.46,37.99,50.28,108.46,158.12
2022-11-24,28.5,19.2,0.0,18.7,72,1013.2,60.25,90.73,980.12,46.84,50.86,107.21,161.33
2022-11-25,27.5,18.5,0.0,14.6,74,1013.9,33.88,61.93,809.29,39.7,35.11,98.58,124.21
2022-11-26,28.7,19.1,0.0,17.2,60,1013.1,56.63,85.77,1106.38,60.37,50.3,87.5,127.88
2022-11-27,26.7,19.4,0.0,12.1,80,1009.7,37.97,59.59,877.17,44.05,41.55,101.17,135.42
2022-11-28,28.6,19.3,0.0,15.3,65,1010.7,67.67,98.92,1221.46,72.72,52.84,56.71,142.12
2022-11-29,30.8,18.4,0.0,15.3,47,1013.2,57.8,84.33,728.33,41.38,32.88,77.29,154.0
2022-11-30,30.4,18.1,0.0,17.5,36,1014.5,66.87,97.56,723.83,40.16,35.07,90.67,154.33
2022-12-01,29.1,16.9,0.0,20.5,39,1013.7,72.13,105.72,788.29,41.27,40.95,93.62,159.67
2022-12-02,26.6,17.0,0.0,17.2,62,1011.9,58.2,88.5,1009.5,53.94,46.57,69.5,163.33
2022-12-03,26.4,18.7,0.0,15.5,71,1012.4,46.4,75.1,741.08,46.38,46.36,67.21,112.25
2022-12-04,28.7,17.7,0.0,21.9,50,1014.4,86.59,127.48,774.58,36.68,43.2,90.33,158.58
2022-12-05,27.9,17.5,0.0,17.1,56,1015.7,82.29,125.79,1061.38,53.74,64.38,83.29,170.88
2022-12-06,27.4,17.8,0.0,18.3,57,1015.9,101.12,150.17,1321.46,56.69,68.08,102.79,175.79
2022-12-07,28.6,16.0,0.0,15.3,52,1015.2,87.85,129.02,1306.58,59.35,57.44,94.25,176.92
2022-12-08,28.0,16.9,0.0,17.2,70,1014.1,66.33,102.73,1403.83,69.98,52.02,71.5,173.17
2022-12-09,27.0,18.5,0.0,15.9,86,1012.2,45.42,74.52,1021.75,49.35,44.43,88.08,129.58
2022-12-10,28.2,18.5,0.0,16.8,57,1012.5,71.41,106.55,868.83,43.6,42.19,75.46,149.54
2022-12-11,29.4,19.0,0.0,26.6,43,1013.9,60.53,91.44,578.42,17.4,30.96,111.5,158.08
2022-12-12,28.7,18.9,0.0,23.7,42,1014.0,54.64,85.38,765.92,34.97,30.7,95.75,145.62
2022-12-13,29.0,18.0,0.0,28.6,42,1015.2,35.58,54.15,537.29,23.5,20.64,67.5,145.0
2022-12-14,29.0,19.2,0.0,27.5,34,1015.6,0.65,0.92,59.92,0.0,0.55,30.38,49.46
2022-12-15,27.4,15.3,0.0,17.0,49,1014.1,0.81,1.17,62.92,0.0,0.32,34.0,15.5
2022-12-16,26.6,15.4,0.0,13.1,69,1012.4,47.66,71.24,969.46,47.15,41.74,79.08,73.12
2022-12-17,27.0,15.4,0.0,14.4,74,1013.3,52.82,79.6,1176.38,60.67,58.88,67.12,139.21
2022-12-18,26.5,16.3,0.0,13.9,59,1014.0,77.22,113.27,1500.5,78.11,70.08,66.67,156.54
2022-12-19,26.0,15.7,0.0,13.0,57,1012.9,71.14,108.07,1267.33,71.67,69.99,67.83,162.75
2022-12-20,27.3,16.7,0.0,18.4,47,1012.4,47.23,75.21,1149.58,57.96,52.25,68.71,152.96
2022-12-21,26.4,15.2,0.0,20.3,46,1013.6,53.93,84.46,754.12,47.24,40.53,64.21,135.96
2022-12-22,25.9,14.9,0.0,20.3,39,1014.0,37.67,59.37,587.38,32.07,33.59,72.46,124.46
2022-12-23,25.1,13.2,0.0,16.4,44,1013.2,57.37,91.01,985.46,55.98,55.3,52.75,138.83
2022-12-24,25.0,13.8,0.0,19.3,37,1014.8,44.01,68.21,762.29,48.68,48.38,63.21,122.5
2022-12-25,24.3,13.3,0.0,17.3,43,1015.6,58.1,86.35,716.42,35.12,40.82,92.75,135.21
2022-12-26,25.5,14.5,0.0,13.5,43,1016.6,76.85,113.7,993.29,51.81,54.15,75.38,160.0
2022-12-27,25.9,15.6,0.0,17.9,39,1018.0,67.92,101.11,763.42,31.2,45.15,88.0,162.0
2022-12-28,24.1,15.2,0.0,14.8,61,1017.4,92.5,143.22,1454.71,56.7,72.75,106.71,168.5
2022-12-29,26.5,21.2,0.0,27.4,72,1016.7,44.18,74.41,810.5,32.51,35.2,98.79,162.96
2022-12-30,25.2,15.5,0.0,24.5,45,1019.7,34.4,61.48,516.58,24.18,35.75,74.88,97.33
2022-12-31,24.2,14.4,0.0,20.5,48,1020.9,48.19,76.2,659.33,26.89,39.76,99.46,114.12
2023-01-01,25.1,14.6,0.0,16.4,65,1018.3,38.46,69.54,782.71,36.38,33.41,84.92,129.58
2023-01-02,25.6,14.5,0.0,15.0,52,1018.0,59.99,98.88,905.71,47.27,49.38,71.71,119.42
2023-01-03,25.4,14.7,0.0,19.5,36,1020.4,51.51,77.68,542.71,25.3,27.18,80.12,154.29
2023-01-04,24.1,14.5,0.0,26.3,33,1021.0,40.72,60.79,466.62,18.04,25.86,94.54,117.21
2023-01-05,22.8,12.8,0.0,29.3,32,1021.0,43.61,63.77,487.62,14.45,28.49,103.04,119.96
2023-01-06,24.3,13.7,0.0,25.5,28,1020.5,46.22,67.63,515.08,14.49,31.43,108.25,121.75
2023-01-07,26.0,15.1,0.0,22.1,29,1019.3,50.18,73.1,682.17,24.12,39.64,101.62,132.08
2023-01-08,24.6,14.2,0.0,17.2,39,1018.0,87.1,125.83,1645.79,71.02,82.84,104.62,145.79
2023-01-09,23.9,14.1,0.0,14.8,70,1018.7,87.2,128.42,1781.08,81.35,80.42,93.38,180.21
2023-01-10,23.7,15.8,0.0,15.3,73,1018.3,110.39,162.8,2022.96,88.12,84.13,79.42,180.42
2023-01-11,25.4,18.1,0.2,30.2,77,1014.4,30.45,54.75,667.08,29.07,25.65,76.79,158.54
2023-01-12,22.0,14.8,0.0,29.9,29,1013.3,24.6,77.04,348.04,17.11,18.67,68.5,80.29
2023-01-13,22.3,9.8,0.0,30.6,18,1015.2,33.56,62.78,615.67,30.29,28.53,81.54,82.29
2023-01-14,21.0,9.5,0.0,18.1,29,1018.1,27.59,46.45,589.83,32.76,23.48,68.83,99.12
2023-01-15,19.4,8.9,0.0,14.5,44,1016.6,42.53,67.02,765.38,32.84,38.63,85.96,93.83
2023-01-16,21.6,10.9,0.0,16.3,55,1014.9,60.38,96.44,738.29,35.28,60.4,76.83,135.75
2023-01-17,22.0,12.0,0.0,16.2,37,1016.3,79.12,117.58,1056.25,47.28,59.93,93.12,158.17
2023-01-18,23.6,11.4,0.0,13.2,40,1016.1,101.02,147.66,1448.25,78.42,57.2,63.42,174.83
2023-01-19,24.8,13.0,0.0,27.3,35,1015.7,66.9,99.23,839.88,42.23,31.02,77.25,177.58
2023-01-20,22.5,13.0,0.0,26.3,47,1016.4,54.83,83.51,676.21,22.59,30.83,109.08,145.58
2023-01-21,22.0,12.9,0.0,20.7,50,1017.4,48.17,72.62,678.62,25.6,36.16,96.42,147.88
2023-01-22,21.5,11.4,0.0,21.6,48,1016.8,50.04,75.95,862.17,37.97,45.27,84.46,132.58
2023-01-23,21.8,12.0,0.0,18.5,32,1017.1,34.68,53.5,722.46,33.25,32.11,71.12,118.04
2023-01-24,20.2,10.4,0.0,16.4,41,1016.4,50.55,78.99,869.5,41.47,40.21,82.83,118.54
2023-01-25,19.9,9.3,0.0,18.0,43,1017.0,41.33,69.38,718.08,37.68,39.64,80.71,113.33
2023-01-26,22.6,11.0,0.0,24.7,29,1018.9,31.71,49.29,483.71,24.67,31.08,82.62,114.29
2023-01-27,23.3,12.4,0.0,30.9,26,1018.2,34.93,51.98,452.71,17.69,25.28,104.54,92.17
2023-01-28,24.1,12.9,0.0,23.0,24,1014.4,44.3,65.16,626.12,32.6,27.62,96.25,104.75
2023-01-29,22.7,11.7,0.0,21.5,43,1011.2,38.56,57.93,743.58,40.81,33.76,75.25,133.21
2023-01-30,23.1,11.9,0.0,18.1,49,1015.5,58.93,91.62,1110.17,49.85,49.34,91.67,102.04
2023-01-31,25.3,14.8,0.0,25.8,36,1019.0,53.97,81.4,655.33,28.75,29.45,89.75,157.67
2023-02-01,25.5,14.6,0.0,26.2,40,1018.3,51.4,75.92,823.5,33.06,35.69,107.33,145.96
2023-02-02,24.3,13.0,0.0,17.8,47,1016.5,98.34,142.33,1881.17,74.81,77.63,138.79,157.0
2023-02-03,25.2,11.4,0.0,17.5,53,1015.8,87.46,126.53,1975.04,97.5,73.48,83.83,182.62
2023-02-04,23.3,14.4,0.0,16.2,82,1013.9,68.09,103.47,1397.38,57.5,48.83,115.12,175.5
2023-02-05,24.9,18.1,0.0,25.6,83,1012.0,35.77,63.27,715.75,29.35,24.58,79.46,141.12
2023-02-06,30.0,18.7,0.0,22.6,70,1012.0,53.49,98.5,819.33,33.77,28.46,124.67,126.33
2023-02-07,25.2,14.5,0.0,14.8,74,1012.9,115.69,179.62,1715.92,72.4,54.37,149.83,199.92
2023-02-08,26.5,17.0,0.0,18.4,83,1012.9,44.57,76.83,826.88,37.42,31.07,87.12,166.25
2023-02-09,25.1,18.6,0.0,24.2,85,1011.6,32.64,57.36,510.71,20.77,20.76,83.88,111.96
2023-02-10,25.7,20.8,0.0,27.7,81,1011.5,24.71,46.82,357.92,13.2,14.63,91.62,87.62
2023-02-11,28.2,16.6,0.0,22.9,67,1014.9,68.01,108.48,915.25,37.67,33.45,107.46,109.25
2023-02-12,29.4,16.7,0.0,19.5,37,1018.0,43.01,73.98,730.96,43.57,28.18,62.79,154.12
2023-02-13,26.3,17.2,0.0,20.5,32,1018.1,56.23,87.04,900.46,37.26,37.89,127.75,131.83
2023-02-14,26.9,18.8,0.0,21.3,79,1015.2,44.41,76.16,884.29,34.86,32.27,119.46,160.08
2023-02-15,25.3,18.3,0.0,16.5,90,1013.8,60.95,99.47,1277.33,52.88,47.85,111.54,155.92
2023-02-16,28.4,18.7,0.0,21.1,83,1013.8,42.17,68.41,929.54,43.42,33.52,79.38,142.21
2023-02-17,29.6,17.3,0.0,19.2,81,1014.1,56.1,85.45,1069.54,46.02,36.08,107.25,143.38
2023-02-18,26.9,15.7,0.0,15.0,77,1013.8,82.46,120.65,1370.38,52.68,42.95,142.17,186.12
2023-02-19,25.2,17.9,0.0,18.6,87,1012.4,44.61,72.48,993.83,42.42,36.75,94.67,163.67
2023-02-20,28.8,19.0,0.0,23.2,79,1010.7,30.79,57.55,628.04,26.57,23.45,92.25,106.12
2023-02-21,26.7,19.0,0.0,18.5,85,1011.5,48.05,79.89,829.04,33.83,28.79,116.88,121.29
2023-02-22,25.8,20.5,0.0,26.3,82,1011.7,22.3,41.57,389.0,16.45,13.66,98.54,110.38
2023-02-23,25.7,19.1,0.0,21.7,81,1012.2,28.45,51.56,542.96,25.84,21.2,96.67,77.92
2023-02-24,26.2,18.1,0.0,21.5,85,1013.8,32.88,69.86,623.04,26.66,23.7,97.08,96.71
2023-02-25,27.5,19.6,0.0,23.9,79,1015.2,27.84,56.53,575.71,28.44,20.95,61.54,91.17
2023-02-26,28.9,19.7,0.0,20.2,82,1016.3,30.22,49.24,630.12,30.38,24.28,68.21,86.12
2023-02-27,29.3,18.0,0.0,18.5,84,1015.9,42.5,69.38,896.96,38.49,32.71,95.71,118.79
2023-02-28,28.3,19.4,0.0,21.3,83,1015.1,39.65,66.07,799.88,37.36,28.93,81.67,119.0
2023-03-01,28.2,19.1,0.0,22.7,79,1015.9,74.15,116.0,937.25,36.55,27.78,100.08,129.5
2023-03-02,32.5,21.8,0.0,22.6,48,1016.8,63.07,96.0,681.38,23.68,27.8,126.38,165.5
2023-03-03,31.6,20.6,0.0,18.6,51,1017.4,73.6,110.44,699.62,28.33,32.7,130.21,171.38
2023-03-04,31.6,20.3,0.0,25.0,50,1017.1,60.51,90.4,750.46,25.92,29.69,141.29,176.38
2023-03-05,31.0,19.8,0.0,23.2,50,1016.7,79.86,115.98,1175.58,38.32,36.22,157.38,190.38
2023-03-06,30.3,20.1,0.0,22.0,56,1014.4,79.99,118.52,1318.25,41.5,43.26,171.04,203.29
2023-03-07,30.2,19.8,0.0,23.1,71,1013.1,66.09,103.46,1305.46,49.84,49.62,137.92,186.42
2023-03-08,29.6,19.8,0.0,24.0,73,1014.1,103.23,153.08,1606.96,53.31,60.47,191.75,193.12
2023-03-09,31.9,20.0,0.0,22.9,60,1014.6,119.77,175.02,1663.17,55.79,44.05,200.62,215.08
2023-03-10,31.2,20.2,0.0,21.1,55,1014.2,87.06,126.19,1358.25,55.71,44.69,179.83,219.33
2023-03-11,30.6,19.6,0.0,17.9,63,1013.5,68.76,100.39,1373.5,63.04,51.12,99.58,164.08
2023-03-12,31.3,21.4,0.0,19.1,63,1012.6,57.56,84.31,1294.21,61.59,50.88,76.71,156.42
2023-03-13,30.3,20.0,0.0,20.6,72,1012.4,48.27,73.72,1136.08,46.53,47.4,113.67,158.29
2023-03-14,28.4,20.2,0.0,21.6,81,1010.6,31.44,49.76,830.75,40.49,36.5,63.25,114.88
2023-03-15,28.5,22.6,0.0,19.9,80,1008.1,25.13,45.5,448.75,18.61,19.12,73.96,89.12
2023-03-16,29.3,22.2,0.0,28.8,80,1008.0,23.38,42.55,505.88,21.69,20.22,74.42,79.33
2023-03-17,28.7,23.2,0.0,19.4,80,1009.2,26.29,44.78,623.54,27.92,25.97,83.54,83.04
2023-03-18,29.7,20.7,0.0,21.3,66,1009.3,54.37,84.56,912.96,38.21,43.38,128.71,135.79
2023-03-19,29.1,21.0,0.0,24.3,69,1008.2,44.86,73.64,752.21,30.66,40.99,123.33,161.46
2023-03-20,27.1,21.7,0.0,15.3,77,1007.0,25.86,51.31,523.54,22.6,26.21,84.54,104.0
2023-03-21,28.1,21.4,0.0,20.7,71,1007.3,18.66,39.99,363.0,15.3,14.86,67.12,73.67
2023-03-22,25.6,21.2,0.4,24.7,78,1008.4,18.66,34.44,358.33,14.83,14.35,67.17,68.0
2023-03-23,25.6,21.0,3.8,26.1,81,1007.8,18.53,40.09,319.04,13.84,11.97,59.12,68.75
2023-03-24,26.9,22.2,0.0,31.7,60,1007.7,18.38,49.1,265.33,10.51,7.98,114.29,73.0
2023-03-25,27.5,22.2,0.0,19.9,67,1010.1,20.92,47.02,320.33,12.4,9.98,112.88,74.92
2023-03-26,28.4,20.4,0.0,26.6,75,1011.9,30.21,57.45,597.83,24.8,21.71,111.58,96.12
2023-03-27,29.5,20.4,0.0,22.3,69,1011.1,31.66,56.34,650.46,29.43,25.62,100.46,101.83
2023-03-28,27.8,21.3,0.0,24.9,78,1009.4,25.52,48.98,381.79,14.06,15.96,94.79,90.08
2023-03-29,27.5,23.5,0.0,25.8,78,1008.8,21.43,50.92,308.92,10.5,12.52,80.62,75.79
2023-03-30,27.4,23.3,0.8,25.1,71,1007.7,23.05,56.53,316.04,10.91,13.47,112.0,80.54
2023-03-31,28.8,23.8,0.0,30.0,76,1007.1,23.34,48.62,288.29,8.96,9.94,112.46,80.71
