Date,Max Temperature,Min Temperature,Rain,Wind Speed,Humidity,Pressure,PM2.5,PM10,CO,NO2,SO2,O3,AQI
2024-09-08,29.9,25.6,0.1,20.7,84,1004.8,14.84,48.04,229.5,14.45,5.63,47.46,63.58
2024-09-09,30.3,25.7,0.0,26.2,82,1002.6,17.37,66.28,200.92,12.05,4.82,51.71,61.71
2024-09-10,30.0,25.8,0.5,22.9,83,1001.1,24.7,90.08,234.12,14.25,5.36,53.21,71.38
2024-09-11,30.2,25.2,0.2,19.6,82,1001.9,37.18,168.19,247.46,14.58,6.76,64.96,93.46
2024-09-12,30.6,25.7,0.0,25.4,79,1002.6,36.32,172.33,213.12,11.39,5.29,62.67,108.38
2024-09-13,30.8,26.2,0.1,31.4,74,1002.1,22.8,84.0,168.33,7.8,3.7,57.08,91.38
2024-09-14,31.2,26.3,0.0,32.4,72,1001.8,23.27,74.4,169.38,7.72,3.69,59.25,77.12
2024-09-15,30.7,26.3,0.0,27.4,72,1003.6,21.29,51.61,181.38,8.37,4.12,57.75,74.08
2024-09-16,29.9,26.1,0.5,26.1,75,1005.5,21.43,50.79,181.38,9.03,4.34,54.71,74.21
2024-09-17,31.5,25.9,0.0,25.8,77,1006.3,17.9,51.88,187.83,9.62,4.69,53.58,70.38
2024-09-18,32.1,25.5,0.0,23.8,78,1005.0,16.01,47.62,205.71,11.09,5.61,59.12,65.08
2024-09-19,31.5,25.0,0.0,23.5,80,1005.5,17.05,57.03,221.42,13.99,7.3,62.08,63.29
2024-09-20,31.9,25.6,0.0,25.0,81,1005.5,16.68,53.35,220.04,12.65,6.25,60.04,64.75
2024-09-21,31.3,25.9,0.0,25.5,75,1006.1,20.11,62.11,197.21,9.22,5.18,59.46,67.17
2024-09-22,31.6,26.2,0.0,25.9,73,1006.2,22.25,70.83,195.79,8.85,4.92,60.96,73.96
2024-09-23,32.0,26.7,0.0,26.8,73,1005.7,20.44,62.32,197.25,8.64,4.86,61.12,73.25
2024-09-24,32.0,26.8,0.0,26.9,73,1004.3,19.5,55.54,192.75,8.98,5.15,60.21,70.67
2024-09-25,32.4,26.5,0.0,24.7,75,1003.4,18.7,43.43,192.79,10.58,5.51,56.33,69.29
2024-09-26,32.8,26.6,0.0,25.1,74,1002.5,18.65,47.77,200.08,10.87,5.3,55.29,68.5
2024-09-27,32.4,26.8,0.0,28.8,76,1002.4,17.95,50.31,179.71,8.4,4.45,52.79,66.42
2024-09-28,32.8,26.9,0.0,25.2,74,1004.2,17.89,51.58,177.38,8.19,4.29,53.42,68.25
2024-09-29,32.6,26.6,0.0,23.7,74,1007.7,17.15,64.3,182.29,9.84,5.06,53.21,65.62
2024-09-30,32.2,26.3,0.0,25.7,75,1009.2,13.39,33.24,177.79,10.3,5.12,49.38,62.12
2024-10-01,32.8,26.4,0.0,27.2,77,1007.3,11.53,24.54,204.0,10.46,4.69,47.38,56.46
2024-10-02,32.4,26.5,0.0,28.4,79,1007.0,12.86,28.67,197.42,9.52,4.5,49.58,55.25
2024-10-03,32.0,26.7,0.0,30.6,79,1006.0,13.88,32.03,191.67,7.87,3.96,52.83,59.08
2024-10-04,32.0,26.8,0.0,31.0,80,1005.0,15.46,35.05,180.88,7.28,3.7,51.33,60.33
2024-10-05,32.3,26.3,0.0,26.3,78,1006.3,15.48,39.52,175.96,8.86,4.38,49.88,62.67
2024-10-06,32.1,26.0,0.0,22.8,78,1009.2,17.18,46.93,222.5,12.58,7.02,54.04,63.12
2024-10-07,34.1,24.9,0.0,19.6,68,1011.5,19.55,47.85,275.83,17.15,12.27,72.25,69.25
2024-10-08,37.6,24.8,0.0,21.8,49,1010.8,22.11,43.32,337.42,20.07,11.9,85.83,76.46
2024-10-09,38.0,26.8,0.0,26.9,49,1008.9,26.38,47.25,343.04,19.59,7.83,79.75,80.33
2024-10-10,37.0,25.8,0.0,24.0,56,1007.5,27.07,49.33,445.25,27.98,9.82,73.42,85.92
2024-10-11,37.5,26.5,0.0,27.0,46,1007.2,27.51,55.78,455.54,25.33,11.96,81.71,82.17
2024-10-12,36.1,25.2,0.0,25.6,58,1007.4,41.22,79.75,481.83,23.31,17.71,116.75,113.17
2024-10-13,33.6,26.2,0.0,20.3,69,1008.3,28.3,46.15,413.83,23.76,15.66,79.04,104.71
2024-10-14,34.4,28.3,0.0,14.7,61,1009.3,24.7,38.07,370.38,19.15,16.13,86.04,79.25
2024-10-15,36.4,26.9,0.3,28.8,56,1009.4,26.0,40.95,352.38,17.04,14.33,110.0,91.29
2024-10-16,36.1,26.7,0.0,25.2,64,1008.3,21.67,35.08,315.92,14.7,8.73,100.08,83.21
2024-10-17,34.5,27.3,0.0,23.0,74,1007.3,20.67,35.62,305.21,15.33,6.52,74.38,71.92
2024-10-18,34.6,25.2,0.0,20.0,76,1007.8,22.39,35.78,409.46,22.97,13.79,77.67,78.33
2024-10-19,36.8,25.6,0.0,23.0,59,1008.8,25.61,41.6,384.25,20.73,11.68,92.17,89.88
2024-10-20,37.3,26.0,0.0,21.7,58,1009.2,23.51,39.27,390.96,21.12,8.93,87.58,86.71
2024-10-21,35.3,25.9,0.0,26.5,71,1009.8,19.18,34.45,332.33,17.27,8.47,81.92,76.29
2024-10-22,36.3,24.7,0.0,29.4,66,1010.6,26.34,47.82,346.67,17.06,8.72,90.12,77.04
2024-10-23,34.9,25.0,0.2,25.6,72,1011.3,33.66,58.82,417.79,22.71,9.8,85.67,96.25
2024-10-24,36.6,23.7,0.0,23.2,59,1011.4,24.65,46.01,516.96,29.19,11.24,80.88,95.83
2024-10-25,37.9,25.0,0.0,21.3,59,1010.6,15.78,36.42,362.5,21.31,7.34,74.79,71.21
2024-10-26,35.7,26.5,0.0,23.0,70,1009.8,16.14,47.94,401.42,18.88,5.92,70.83,60.88
2024-10-27,36.4,24.6,0.0,20.1,67,1007.8,26.98,77.11,794.58,27.0,9.45,70.71,70.04
2024-10-28,34.5,25.1,0.0,19.9,77,1005.9,30.79,77.3,572.08,20.55,6.65,68.12,90.5
2024-10-29,32.7,25.5,0.0,22.1,81,1007.2,41.37,119.19,579.08,17.68,5.97,71.58,100.12
2024-10-30,32.2,25.7,0.0,23.9,83,1009.2,38.77,141.03,494.54,21.24,6.69,68.12,117.62
2024-10-31,33.4,25.4,0.0,18.6,79,1011.6,37.89,101.11,517.25,26.2,10.06,73.42,104.79
2024-11-01,34.5,24.3,0.0,21.2,72,1012.4,29.74,68.59,463.58,25.35,7.98,63.88,100.04
2024-11-02,32.2,25.2,0.0,20.4,80,1011.8,24.25,51.8,541.33,21.28,6.25,63.5,81.21
2024-11-03,31.6,24.2,0.0,16.3,83,1012.0,27.41,59.11,749.58,29.42,9.41,59.54,83.96
2024-11-04,32.9,23.5,0.0,19.9,75,1011.8,25.8,49.81,729.58,31.04,11.04,68.54,84.83
2024-11-05,33.1,22.7,0.0,17.0,72,1012.7,28.03,48.73,583.17,29.35,9.35,73.08,82.62
2024-11-06,34.1,22.8,0.0,20.3,72,1014.3,25.71,42.56,626.62,28.77,8.92,73.83,85.33
2024-11-07,31.8,23.7,0.0,22.0,80,1013.1,27.21,48.04,553.29,22.57,6.79,72.71,84.17
2024-11-08,31.8,25.2,0.0,20.1,77,1012.3,19.48,39.57,776.29,20.42,7.23,68.46,75.83
2024-11-09,31.1,24.2,0.0,19.4,78,1012.9,21.49,43.24,642.75,24.68,7.55,65.21,72.33
2024-11-10,31.3,23.9,0.0,20.7,77,1013.6,20.77,40.72,570.83,25.05,6.65,57.33,72.5
2024-11-11,31.3,23.2,0.0,20.1,78,1013.1,23.43,48.27,806.0,26.15,7.11,55.29,75.67
2024-11-12,31.1,24.1,0.0,17.7,76,1012.2,29.34,59.96,938.46,34.71,12.38,49.04,80.08
2024-11-13,31.6,23.5,0.0,10.6,68,1011.3,41.45,56.68,803.42,42.64,25.89,56.12,104.21
2024-11-14,31.7,22.9,0.0,10.7,61,1012.1,37.97,45.6,754.08,38.22,22.67,65.71,107.46
2024-11-15,32.1,22.7,0.0,10.6,53,1012.8,39.93,43.39,692.0,28.99,20.87,91.79,112.96
2024-11-16,31.4,22.4,0.0,12.4,65,1012.4,33.59,38.57,807.12,28.98,20.38,83.96,107.33
2024-11-17,31.8,22.6,0.0,14.9,69,1012.5,30.45,40.09,917.88,31.65,19.99,69.75,91.83
2024-11-18,32.3,23.1,0.0,17.1,55,1013.6,42.11,51.04,972.21,42.93,22.35,62.54,99.67
2024-11-19,31.5,22.8,0.0,12.6,53,1014.7,41.96,48.14,929.67,40.46,21.23,63.83,124.46
2024-11-20,30.7,22.5,0.0,12.8,57,1013.8,28.5,32.91,851.54,28.09,18.03,72.21,98.08
2024-11-21,30.2,21.5,0.0,12.1,66,1013.3,32.66,36.02,1046.75,35.83,21.12,59.58,94.21
2024-11-22,30.4,22.7,0.0,14.4,66,1012.7,23.37,26.33,973.46,27.12,18.64,75.46,83.46
2024-11-23,30.2,22.9,0.0,12.5,65,1012.9,21.37,25.05,962.96,26.5,16.5,67.92,74.04
2024-11-24,29.9,22.9,0.0,10.1,67,1013.4,28.87,33.81,1013.96,34.47,23.55,72.0,81.08
2024-11-25,31.1,21.5,0.0,11.5,53,1014.4,40.73,46.52,959.29,53.53,28.45,65.88,98.46
2024-11-26,30.8,21.1,0.0,12.3,58,1014.2,42.0,48.62,1009.17,48.99,28.45,60.25,127.12
2024-11-27,30.0,22.2,0.0,12.4,71,1012.5,28.47,38.04,1102.5,40.65,20.2,53.88,96.5
2024-11-28,30.0,22.0,0.0,11.5,75,1012.8,36.23,43.25,1461.46,44.0,29.3,52.33,98.42
2024-11-29,30.1,22.0,0.0,11.4,73,1013.8,25.77,32.2,869.88,33.41,23.41,63.25,87.17
2024-11-30,30.7,21.8,0.0,11.5,56,1013.1,37.38,40.74,829.12,37.75,18.63,65.29,89.5
2024-12-01,29.4,20.4,0.0,11.1,42,1011.6,50.24,52.7,1113.79,36.87,23.21,78.75,122.88
2024-12-02,30.3,20.1,0.0,9.9,39,1011.2,42.18,44.83,938.79,36.61,17.58,74.25,128.04
2024-12-03,30.3,20.9,0.0,13.6,44,1013.6,43.75,47.62,613.42,15.91,16.0,94.96,120.54
2024-12-04,29.6,21.7,0.0,16.1,42,1014.8,47.73,53.9,701.71,15.44,19.0,96.25,126.12
2024-12-05,28.4,19.5,0.0,10.9,50,1014.2,50.05,58.88,1093.71,28.93,22.59,72.33,134.5
2024-12-06,28.1,18.5,0.0,9.3,57,1012.8,36.66,57.38,1179.29,38.44,28.7,62.42,124.46
2024-12-07,28.6,16.1,0.0,10.0,33,1011.7,32.1,35.28,828.83,47.35,29.96,56.92,87.62
2024-12-08,28.2,17.9,0.0,14.8,14,1013.5,29.2,38.98,460.83,37.92,18.57,54.33,97.79
2024-12-09,26.1,14.5,0.0,10.9,22,1015.8,25.87,37.15,1039.25,35.66,14.39,52.75,84.71
2024-12-10,25.6,15.2,0.0,10.3,27,1016.4,29.69,32.47,1030.79,28.3,16.57,65.75,78.79
2024-12-11,25.9,14.7,0.0,8.0,31,1016.0,39.95,44.94,1033.58,43.23,26.23,60.79,100.83
2024-12-12,25.1,14.4,0.0,11.4,30,1016.5,28.62,32.88,643.67,33.6,15.08,61.04,107.83
2024-12-13,24.0,15.0,0.0,18.2,26,1017.8,17.53,20.66,535.88,14.12,13.44,81.33,70.12
2024-12-14,24.8,15.6,0.0,14.1,26,1017.2,27.73,28.92,695.0,15.84,18.29,93.62,78.79
2024-12-15,25.6,14.0,0.0,11.2,29,1017.2,25.42,26.13,883.75,29.01,20.88,79.71,82.75
2024-12-16,26.4,14.8,0.0,10.6,31,1016.2,28.8,29.16,1062.33,38.32,23.95,65.0,81.04
2024-12-17,26.0,14.0,0.0,9.8,36,1015.0,38.09,57.07,904.08,28.64,20.41,69.54,100.83
2024-12-18,25.9,16.6,0.0,12.7,28,1014.3,36.88,41.65,729.75,21.42,18.97,86.25,103.08
2024-12-19,25.2,14.8,0.0,9.9,34,1013.4,39.72,43.93,928.5,27.12,22.8,86.88,108.71
2024-12-20,24.5,15.2,0.0,12.1,32,1015.4,29.94,33.6,777.67,20.82,19.78,80.71,98.71
2024-12-21,24.2,13.7,0.0,12.0,30,1014.6,40.21,41.82,790.54,18.45,23.57,104.88,99.21
2024-12-22,24.2,13.5,0.0,11.4,43,1013.0,47.19,53.69,1076.88,26.88,24.29,86.33,124.33
2024-12-23,24.2,14.6,0.0,10.5,55,1013.7,56.77,70.55,1171.0,40.7,26.8,66.92,134.88
2024-12-24,24.4,14.7,0.0,11.8,37,1016.8,68.08,69.42,880.29,20.12,21.6,95.83,155.92
2024-12-25,23.5,14.3,0.0,14.1,40,1018.2,66.79,67.76,878.33,14.9,23.21,113.83,158.92
2024-12-26,23.8,14.4,0.0,12.4,38,1019.2,59.36,60.98,838.46,17.26,24.78,105.75,157.21
2024-12-27,24.4,13.8,0.0,10.8,36,1018.9,42.31,43.77,1341.83,28.0,22.28,84.83,135.08
2024-12-28,25.2,12.9,0.0,11.5,31,1019.1,25.41,27.35,976.83,34.44,21.63,65.25,97.38
2024-12-29,25.2,13.4,0.0,11.3,35,1019.5,28.27,31.46,931.54,31.95,17.28,69.12,81.62
2024-12-30,25.1,15.0,0.0,11.5,33,1018.5,39.72,40.46,1220.12,28.9,19.3,86.08,93.79
2024-12-31,25.8,14.4,0.0,8.7,35,1018.0,39.08,40.03,1384.08,30.85,18.66,73.08,117.54
2025-01-01,26.2,15.3,0.0,10.5,35,1016.7,37.53,40.68,972.75,20.75,17.97,90.92,99.04
2025-01-02,25.6,14.9,0.0,9.6,45,1015.9,51.34,55.4,1431.67,32.39,23.76,89.88,123.38
2025-01-03,24.6,14.9,0.0,11.5,55,1015.6,66.61,72.96,1241.04,35.8,30.43,98.17,151.71
2025-01-04,24.2,17.2,0.0,14.1,55,1014.4,51.68,69.33,776.33,36.07,24.81,65.79,158.67
2025-01-05,22.5,13.2,0.0,10.7,47,1015.2,40.22,55.07,908.67,39.32,26.18,67.33,105.0
2025-01-06,24.5,13.2,0.0,9.4,38,1017.6,31.08,35.26,1103.71,41.31,21.63,53.67,106.62
2025-01-07,24.9,13.5,0.0,11.8,24,1018.7,21.93,22.95,958.92,31.35,15.6,73.96,77.75
2025-01-08,23.5,11.5,0.0,9.6,37,1015.7,27.83,28.09,1175.42,37.44,30.14,75.5,82.75
2025-01-09,24.2,12.3,0.0,7.7,51,1013.9,33.83,34.53,1418.38,44.03,24.17,70.0,90.12
2025-01-10,25.4,15.4,0.0,13.6,39,1014.9,45.69,46.36,1071.21,53.06,24.42,63.62,108.21
2025-01-11,25.9,14.8,0.0,10.6,43,1015.9,45.13,45.47,1102.5,41.83,28.9,74.83,130.21
2025-01-12,25.8,14.7,0.0,13.6,35,1018.0,41.62,41.75,1100.96,35.41,22.98,87.38,122.17
2025-01-13,23.5,14.7,0.0,15.1,41,1018.5,53.12,53.94,893.71,13.7,16.43,104.38,133.54
2025-01-14,24.1,13.5,0.0,10.4,52,1017.4,55.85,57.77,951.75,30.59,19.36,85.88,142.33
2025-01-15,25.1,14.9,0.0,10.5,52,1018.2,55.61,61.24,1064.67,37.36,21.05,74.42,148.29
2025-01-16,22.7,14.7,0.0,11.1,54,1019.2,69.3,78.48,1367.67,45.83,34.14,80.96,154.75
2025-01-17,24.5,14.8,0.0,15.9,39,1018.2,37.27,42.33,769.46,22.53,17.28,90.08,143.67
2025-01-18,24.9,15.5,0.0,13.8,35,1015.0,43.68,45.75,782.79,19.83,17.95,102.0,110.75
2025-01-19,25.7,14.5,0.0,10.7,34,1015.0,46.45,47.63,1000.92,25.98,19.41,97.12,121.33
2025-01-20,26.0,16.1,0.0,12.4,39,1014.9,56.43,57.63,1320.12,29.4,24.24,98.12,140.29
2025-01-21,24.7,14.6,0.0,11.7,50,1014.1,49.12,53.02,1226.21,27.35,24.33,101.83,142.92
2025-01-22,25.0,16.8,0.0,13.4,60,1013.6,30.97,41.13,728.88,27.66,17.64,79.33,115.96
2025-01-23,26.4,15.1,0.0,12.0,36,1016.4,31.82,38.18,657.25,30.1,15.1,70.04,99.75
2025-01-24,25.9,15.0,0.0,13.3,25,1016.1,16.2,19.65,640.83,17.01,11.55,89.79,70.79
2025-01-25,26.2,15.2,0.0,11.3,28,1015.4,22.57,26.01,1166.71,29.99,17.35,79.5,69.0
2025-01-26,25.8,14.1,0.0,12.2,40,1014.2,34.1,39.07,967.83,46.46,27.61,61.0,90.33
2025-01-27,27.1,14.3,0.0,11.8,63,1012.4,38.51,44.62,970.58,46.96,28.03,53.83,105.88
2025-01-28,25.7,14.0,0.0,11.4,75,1011.2,31.02,33.58,803.0,42.39,25.52,53.25,100.42
2025-01-29,26.3,17.0,0.0,12.7,80,1012.0,22.12,40.12,543.33,24.34,12.88,68.88,80.0
2025-01-30,26.6,16.3,0.0,13.1,52,1012.0,33.32,74.84,591.08,22.17,14.41,78.46,83.29
2025-01-31,24.1,15.0,0.0,13.8,29,1010.9,34.17,91.17,429.17,18.39,14.92,75.17,101.08
2025-02-01,24.5,12.7,0.0,11.4,44,1012.8,43.71,102.58,666.75,36.0,17.71,65.5,105.25
2025-02-02,26.7,14.8,0.0,13.4,27,1014.5,24.62,30.96,678.04,25.1,13.04,80.46,98.12
2025-02-03,25.0,16.7,0.0,15.7,33,1013.7,27.35,35.43,648.42,15.3,17.9,105.25,84.38
2025-02-04,24.8,16.7,0.0,14.5,50,1015.0,18.31,34.52,481.58,16.38,11.03,93.38,79.83
2025-02-05,25.8,14.4,0.0,13.4,43,1015.5,22.37,37.58,731.83,29.35,16.95,73.12,69.04
2025-02-06,27.4,14.8,0.0,12.7,29,1016.1,24.44,31.72,746.46,34.0,14.68,64.25,83.67
2025-02-07,28.4,17.9,0.0,13.8,18,1016.0,18.01,25.28,563.38,21.12,12.04,83.58,67.17
2025-02-08,28.1,16.8,0.0,10.1,27,1014.1,29.71,37.54,801.96,27.28,18.38,86.42,77.25
2025-02-09,27.0,15.4,0.0,11.3,39,1012.8,35.72,38.23,864.33,35.0,24.08,80.38,99.42
2025-02-10,26.3,17.1,0.0,13.4,71,1013.3,26.23,28.83,551.54,23.86,16.1,87.08,93.71
2025-02-11,27.7,20.4,0.0,12.7,76,1013.6,29.52,79.68,447.92,18.04,12.54,79.12,79.33
2025-02-12,29.0,17.9,0.0,10.7,59,1015.3,50.8,114.4,853.21,34.93,22.66,70.88,113.5
2025-02-13,28.3,18.2,0.0,11.1,48,1015.4,49.95,86.0,989.71,42.07,29.36,68.67,146.29
2025-02-14,29.7,19.8,0.0,14.7,65,1013.4,27.46,57.6,428.83,22.55,12.7,72.88,105.46
2025-02-15,29.4,22.0,0.0,16.2,67,1010.9,29.41,67.02,359.71,16.98,11.01,81.62,83.58
2025-02-16,30.3,21.3,0.0,14.1,68,1010.7,24.62,57.38,424.67,17.28,10.57,78.71,85.79
2025-02-17,30.6,20.7,0.0,13.2,60,1012.9,27.4,50.85,774.46,28.32,17.37,83.38,81.46
2025-02-18,30.9,21.4,0.0,13.5,61,1013.5,22.31,50.94,603.67,24.25,12.5,67.12,88.46
2025-02-19,29.5,22.7,0.0,20.7,61,1011.5,18.71,49.0,343.0,13.42,9.22,79.33,67.21
2025-02-20,31.4,20.7,0.0,14.4,47,1011.7,35.97,120.54,641.42,24.38,16.92,83.0,79.5
2025-02-21,29.3,20.9,0.0,8.4,47,1014.8,48.15,128.28,1043.12,35.72,24.17,56.75,115.83
2025-02-22,29.2,18.6,0.0,11.7,44,1016.0,36.55,55.11,883.46,35.12,26.2,84.58,128.67
2025-02-23,27.6,19.4,0.0,12.6,75,1015.5,30.3,42.69,655.46,31.16,20.82,77.38,99.58
2025-02-24,28.8,19.6,0.0,12.1,80,1015.3,22.81,47.98,627.92,34.07,24.28,58.12,76.58
2025-02-25,29.1,20.2,0.0,8.0,66,1015.5,34.01,79.83,881.58,47.03,33.33,40.33,85.88
2025-02-26,29.8,20.1,0.0,10.4,70,1015.5,21.83,51.53,555.75,37.78,21.53,41.29,88.33
2025-02-27,27.0,20.7,0.0,12.9,80,1013.2,16.57,28.07,365.67,23.66,14.87,52.96,67.46
2025-02-28,27.2,22.0,0.0,20.0,74,1010.9,28.02,59.41,299.54,12.95,10.55,89.79,74.92
2025-03-01,27.9,21.2,0.0,16.8,71,1011.7,29.23,56.58,427.33,17.61,14.03,97.83,88.42
2025-03-02,27.6,18.1,0.0,15.0,69,1011.9,27.39,43.05,608.17,22.08,16.72,92.25,93.88
2025-03-03,28.7,21.3,0.0,17.8,72,1012.1,27.92,74.98,363.62,14.93,11.62,86.04,79.08
2025-03-04,29.4,19.1,0.0,12.2,31,1016.2,36.36,102.96,582.54,25.94,14.06,79.12,104.92
2025-03-05,30.1,16.8,0.0,11.8,23,1017.3,21.12,36.38,600.04,23.49,15.24,90.5,88.38
2025-03-06,32.3,19.7,0.0,13.9,57,1013.9,20.36,33.47,547.46,25.05,17.14,88.04,74.33
2025-03-07,33.1,19.6,0.0,11.9,55,1011.0,22.67,46.3,753.88,25.47,16.23,88.71,76.42
2025-03-08,36.6,22.2,0.0,16.5,42,1008.0,22.82,69.52,524.5,20.35,12.15,74.25,79.12
2025-03-09,36.5,22.6,0.0,13.7,42,1008.9,27.74,59.27,619.29,28.66,18.37,84.79,86.92
2025-03-10,36.3,22.2,0.0,12.0,43,1011.3,25.43,45.25,697.96,34.2,17.78,60.42,84.25
2025-03-11,34.5,21.5,0.0,11.8,48,1012.0,22.56,32.1,680.5,36.83,17.52,60.62,80.17
2025-03-12,32.8,21.9,0.0,14.3,62,1010.0,18.25,26.89,524.04,25.2,13.65,63.29,72.0
2025-03-13,33.1,24.3,0.0,15.2,63,1007.9,15.59,30.54,412.25,16.54,10.52,81.96,63.17
2025-03-14,31.7,25.2,0.0,17.0,61,1007.8,24.56,66.84,344.67,12.87,10.2,89.33,68.12
2025-03-15,33.0,22.2,0.0,15.4,49,1009.8,28.85,66.59,450.96,16.57,14.78,103.67,94.25
2025-03-16,32.5,22.7,0.0,16.9,43,1011.8,26.4,64.0,509.25,20.94,14.99,99.12,89.58
2025-03-17,31.8,20.6,0.0,14.1,44,1012.4,29.11,58.99,574.88,35.01,19.07,70.96,90.83
2025-03-18,30.8,20.4,0.0,14.2,62,1011.4,16.53,37.2,644.08,21.31,13.77,82.46,75.08
2025-03-19,31.0,22.4,0.0,14.6,65,1011.7,14.37,26.8,442.25,17.66,11.6,81.67,60.96
2025-03-20,32.0,22.7,0.0,18.9,70,1013.2,15.92,28.85,445.0,17.7,13.73,85.79,67.54
2025-03-21,33.4,22.0,0.0,17.8,64,1014.4,18.32,34.79,540.0,18.61,13.95,91.33,71.58
2025-03-22,31.7,23.0,0.0,15.1,64,1012.5,20.88,42.43,501.29,19.82,12.96,90.21,71.08
2025-03-23,34.0,23.3,0.0,15.0,53,1012.4,13.85,18.6,468.54,22.55,13.87,84.79,70.0
2025-03-24,33.7,23.1,0.0,15.9,46,1012.2,9.92,12.15,394.71,19.77,12.06,84.46,58.92
2025-03-25,29.7,22.3,0.0,16.1,72,1009.2,13.98,19.57,329.46,17.26,12.97,82.38,56.04
2025-03-26,29.5,23.8,0.0,17.2,70,1006.6,15.88,28.18,349.83,14.95,11.6,105.04,74.21
2025-03-27,33.9,22.8,0.0,16.7,42,1009.1,27.17,82.36,414.96,14.68,11.1,110.92,76.12
2025-03-28,32.1,20.9,0.0,15.1,24,1011.4,27.45,93.36,549.29,22.61,16.41,108.96,97.88
2025-03-29,33.4,22.4,0.0,13.7,22,1010.7,28.59,55.92,776.42,34.62,15.8,88.79,98.88
2025-03-30,33.8,21.2,0.0,15.4,40,1010.5,21.58,38.6,530.71,23.03,18.87,117.54,98.33
2025-03-31,32.0,20.5,0.0,13.6,65,1010.0,19.0,38.51,627.33,22.58,15.95,93.54,76.79
2025-04-01,34.6,21.6,0.0,13.7,62,1008.3,25.32,62.51,588.62,27.43,18.48,89.67,82.5
2025-04-02,33.7,21.7,0.0,12.1,60,1007.8,25.82,44.03,689.0,35.0,21.75,80.71,92.38
2025-04-03,32.8,22.8,0.0,14.5,66,1009.2,22.55,37.3,571.5,29.14,16.51,83.12,83.71
2025-04-04,34.0,22.9,0.0,13.9,61,1010.8,18.88,29.09,646.08,26.4,16.27,99.38,88.38
2025-04-05,33.9,24.0,0.0,15.3,61,1010.1,11.25,14.71,402.29,18.06,11.4,90.38,66.88
2025-04-06,36.6,25.8,0.0,19.7,42,1008.1,12.25,28.7,348.62,13.52,8.98,96.0,56.42
2025-04-07,33.3,26.6,0.0,17.9,54,1007.8,13.3,21.35,390.5,14.65,9.61,96.0,59.5
2025-04-08,31.6,25.1,0.0,14.3,71,1009.1,22.75,37.69,450.58,20.56,13.46,82.83,68.83
2025-04-09,31.5,24.6,0.0,15.2,77,1008.7,21.05,41.84,449.96,21.41,13.76,74.96,75.88
2025-04-10,31.7,24.7,0.0,15.4,77,1005.1,17.16,35.22,308.38,15.82,12.12,80.38,67.67
2025-04-11,32.4,25.3,0.0,16.1,77,1002.2,22.39,47.68,347.21,14.53,11.02,82.58,70.38
2025-04-12,35.3,25.5,0.0,14.5,66,1004.7,21.64,48.38,379.54,15.11,10.75,87.83,77.25
2025-04-13,33.0,25.8,0.0,17.9,73,1008.2,15.76,32.27,294.42,10.58,9.81,78.58,65.58
2025-04-14,32.0,25.8,0.0,20.9,76,1007.9,15.95,29.43,287.17,10.45,9.2,76.17,62.46
2025-04-15,32.7,25.9,0.0,18.1,77,1006.6,17.75,37.0,279.71,10.48,9.95,76.96,65.62
2025-04-16,33.2,26.0,0.0,19.1,72,1005.8,18.66,41.79,281.83,9.91,9.35,75.21,67.88
2025-04-17,33.6,26.4,0.0,21.7,67,1004.9,14.72,31.43,276.54,9.82,8.57,73.21,64.42
2025-04-18,32.2,26.3,0.0,18.5,71,1004.7,17.25,37.52,269.92,9.38,9.67,92.92,63.92
2025-04-19,34.7,26.3,0.0,16.7,60,1003.6,52.3,209.78,314.21,9.87,10.98,105.5,84.71
2025-04-20,38.8,25.5,0.0,16.9,40,1005.4,51.39,183.67,454.0,14.8,11.75,99.62,154.29
2025-04-21,38.2,25.2,0.0,18.1,45,1008.3,45.1,135.11,471.92,18.12,15.55,100.92,127.38
2025-04-22,35.7,25.0,0.0,14.0,59,1009.9,34.65,89.42,532.83,19.95,16.17,97.08,117.67
2025-04-23,35.2,24.3,0.0,15.4,66,1007.5,28.83,81.21,440.04,17.13,12.28,88.29,91.79
2025-04-24,33.8,25.6,0.0,18.3,69,1005.1,20.9,44.6,383.58,14.53,11.08,96.0,83.25
2025-04-25,33.1,25.5,0.0,15.4,76,1005.1,22.5,54.17,405.21,14.72,11.48,86.33,74.0
2025-04-26,37.4,27.0,0.0,18.0,56,1004.3,25.85,69.32,369.71,18.1,12.7,96.17,83.0
2025-04-27,35.0,26.6,0.0,17.3,63,1005.4,28.21,71.26,409.04,18.66,11.76,79.54,86.62
2025-04-28,35.7,27.0,0.0,18.4,60,1003.8,22.23,47.9,367.83,15.36,10.28,83.0,81.5
2025-04-29,35.3,29.1,0.0,20.3,52,1003.0,13.51,20.4,322.33,12.87,8.76,90.46,66.54
2025-04-30,35.5,28.3,0.0,20.2,57,1004.6,14.65,24.43,294.75,11.11,8.87,82.08,60.25
2025-05-01,33.6,27.7,0.0,20.5,65,1005.4,15.68,25.24,282.08,10.01,9.07,81.79,61.17
2025-05-02,33.2,27.7,0.0,19.8,71,1005.1,16.5,27.35,271.17,10.4,9.57,77.54,63.46
2025-05-03,34.4,27.2,0.0,18.2,71,1003.4,17.33,31.31,305.08,14.92,11.85,80.96,65.5
2025-05-04,33.5,27.3,0.0,18.0,71,1001.8,18.74,30.88,351.46,14.06,11.1,82.46,66.58
